HUM,Humana Inc.,
ICUI,"ICU Medical, Inc.",
IDXX,"IDEXX Laboratories, Inc.",
ILMN,"Illumina, Inc.",
NARI,"Inari Medical, Inc.",
INCY,Incyte Corporation,
INVA,"Innoviva, Inc.",
INSP,"Inspire Medical Systems, Inc.",
PODD,Insulet Corporation,
ITGR,Integer Holdings Corporation,
IART,Integra LifeSciences Holdings Corporation,
ISRG,"Intuitive Surgical, Inc.",
IQV,IQVIA Holdings Inc,
IRWD,"Ironwood Pharmaceuticals, Inc. Class A",
JAZZ,Jazz Pharmaceuticals Public Limited Company,
JNJ,Johnson & Johnson,
KRYS,"Krystal Biotech, Inc.",
LH,Labcorp Holdings Inc.,
LNTH,Lantheus Holdings Inc,
LMAT,"LeMaitre Vascular, Inc.",
LGND,Ligand Pharmaceuticals Incorporated,
LIVN,LivaNova Plc,
MASI,Masimo Corporation,
MCK,McKesson Corporation,
MEDP,"Medpace Holdings, Inc.",
MDT,Medtronic Plc,
MRK,"Merck & Co., Inc.",
MMSI,"Merit Medical Systems, Inc.",
MLAB,"Mesa Laboratories, Inc.",
MTD,Mettler-Toledo International Inc.,
MRNA,"Moderna, Inc.",
MOH,"Molina Healthcare, Inc.",
MYGN,"Myriad Genetics, Inc.",
NHC,National HealthCare Corporation,
NEOG,Neogen Corp,
NEO,"NeoGenomics, Inc.",
NBIX,"Neurocrine Biosciences, Inc.",
OMCL,"Omnicell, Inc.",
OPCH,Option Care Health Inc,
OGN,Organon & Co.,
OMI,"Owens & Minor, Inc.",
PCRX,"Pacira Biosciences, Inc.",
PDCO,Patterson Companies Incorporated,
MD,"Pediatrix Medical Group, Inc.",
PEN,"Penumbra, Inc.",
PRGO,Perrigo Co. Plc,
PFE,Pfizer Inc.,
PAHC,Phibro Animal Health Corporation Class A,
PINC,"Premier, Inc. Class A",
PBH,Prestige Consumer Healthcare Inc,
PRVA,"Privia Health Group, Inc.",
PGNY,"Progyny, Inc.",
PTGX,"Protagonist Therapeutics, Inc.",
DGX,Quest Diagnostics Incorporated,
QDEL,QuidelOrtho Corporation,
RCM,R1 RCM Inc,
RDNT,"RadNet, Inc.",
REGN,"Regeneron Pharmaceuticals, Inc.",
RGNX,"REGENXBIO, Inc.",
RGEN,Repligen Corporation,
RMD,ResMed Inc.,
RVTY,"Revvity, Inc.",
ROIV,Roivant Sciences Ltd.,
SRPT,"Sarepta Therapeutics, Inc.",
SDGR,"Schrodinger, Inc.",
SEM,Select Medical Holdings Corporation,
SLP,"Simulations Plus, Inc.",
SOLV,Solventum Corporation,
SHC,Sotera Health Company,
STAA,STAAR Surgical Company,
STE,STERIS plc,
SYK,Stryker Corporation,
SUPN,"Supernus Pharmaceuticals, Inc.",
TNDM,"Tandem Diabetes Care, Inc.",
TFX,Teleflex Incorporated,
THC,Tenet Healthcare Corporation,
TGTX,"TG Therapeutics, Inc.",
TMO,Thermo Fisher Scientific Inc.,
TMDX,"TransMedics Group, Inc.",
USPH,"U.S. Physical Therapy, Inc.",
UFPT,"UFP Technologies, Inc.",
UTHR,United Therapeutics Corporation,
UNH,UnitedHealth Group Incorporated,
UHS,"Universal Health Services, Inc. Class B",
VCEL,Vericel Corporation,
VRTX,Vertex Pharmaceuticals Incorporated,
VTRS,"Viatris, Inc.",
VIR,"Vir Biotechnology, Inc.",
WAT,Waters Corporation,
WST,"West Pharmaceutical Services, Inc.",
XNCR,"Xencor, Inc.",
ZBH,"Zimmer Biomet Holdings, Inc.",
ZTS,"Zoetis, Inc. Class A",
