SWI,SolarWinds Corp.,
CXM,"Sprinklr, Inc. Class A",
SPSC,"SPS Commerce, Inc.",
SMCI,"Super Micro Computer, Inc.",
SYNA,Synaptics Incorporated,
SNPS,"Synopsys, Inc.",
SNX,TD SYNNEX Corporation,
TEL,TE Connectivity plc,
TDY,Teledyne Technologies Incorporated,
TDC,Teradata Corporation,
TER,"Teradyne, Inc.",
TXN,Texas Instruments Incorporated,
TRMB,Trimble Inc.,
TTMI,"TTM Technologies, Inc.",
TYL,"Tyler Technologies, Inc.",
UCTT,"Ultra Clean Holdings, Inc.",
OLED,Universal Display Corporation,
VECO,Veeco Instruments Inc.,
VRSN,"VeriSign, Inc.",
VSAT,"ViaSat, Inc.",
VIAV,Viavi Solutions Inc,
VSH,"Vishay Intertechnology, Inc.",
VNT,Vontier Corp,
WDC,Western Digital Corporation,
WOLF,Wolfspeed Inc,
XRX,Xerox Holdings Corporation,
ZBRA,Zebra Technologies Corporation Class A,
